-5KQ66BBWC4,0902,0.077,0.151,0.283,0.811,6
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,9
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,12
-5KQ66BBWC4,0902,0.226,0.032,0.366,0.497,30
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,30
-5KQ66BBWC4,0902,0.332,0.194,0.481,0.891,6
-5KQ66BBWC4,0902,0.505,0.105,0.653,0.78,6
-5KQ66BBWC4,0902,0.626,0.146,0.805,0.818,6
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.0,30
-5KQ66BBWC4,0902,0.805,0.222,0.997,1.0,6
-5KQ66BBWC4,0903,0.0,0.162,0.177,0.804,30
-5KQ66BBWC4,0903,0.0,0.162,0.177,0.804,6
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,9
-5KQ66BBWC4,0903,0.141,0.158,0.298,0.825,30
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,9
-5KQ66BBWC4,0903,0.226,0.026,0.363,0.512,30
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,30
-5KQ66BBWC4,0903,0.328,0.182,0.484,0.895,6
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,30
-5KQ66BBWC4,0903,0.507,0.147,0.666,0.789,6
-5KQ66BBWC4,0903,0.642,0.158,0.791,0.859,6
-5KQ66BBWC4,0903,0.785,0.15,0.886,0.703,9
-5KQ66BBWC4,0903,0.785,0.15,0.886,0.703,30
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,30
-5KQ66BBWC4,0903,0.802,0.267,0.994,0.971,6
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,30
-5KQ66BBWC4,0903,0.865,0.158,0.991,0.436,6
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,9
-5KQ66BBWC4,0904,0.217,0.008,0.982,0.966,30
-5KQ66BBWC4,0905,0.044,0.056,0.236,0.891,9
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.97,9
-5KQ66BBWC4,0905,0.192,0.072,0.411,0.97,30
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,10
-5KQ66BBWC4,0905,0.392,0.033,0.556,0.618,12
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,9
-5KQ66BBWC4,0905,0.614,0.078,0.826,0.975,30
-5KQ66BBWC4,0906,0.03,0.078,0.225,0.876,9
-5KQ66BBWC4,0906,0.191,0.073,0.399,0.971,9
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,10
-5KQ66BBWC4,0906,0.408,0.008,0.586,0.639,12
-5KQ66BBWC4,0906,0.614,0.075,0.821,0.999,9
-5KQ66BBWC4,0906,0.859,0.104,0.996,0.885,9
-5KQ66BBWC4,0907,0.062,0.074,0.234,0.926,9
-5KQ66BBWC4,0907,0.19,0.109,0.396,0.995,9
-5KQ66BBWC4,0907,0.42,0.115,0.616,0.883,10
-5KQ66BBWC4,0907,0.42,0.115,0.616,0.883,12
-5KQ66BBWC4,0907,0.615,0.082,0.823,1.0,9
-5KQ66BBWC4,0908,0.046,0.072,0.34,1.0,9
-5KQ66BBWC4,0908,0.046,0.072,0.34,1.0,30
-5KQ66BBWC4,0908,0.191,0.07,0.32,0.348,9
-5KQ66BBWC4,0908,0.38,0.086,0.693,0.991,10
-5KQ66BBWC4,0908,0.38,0.086,0.693,0.991,12
-5KQ66BBWC4,0908,0.634,0.06,0.919,0.762,9
-5KQ66BBWC4,0909,0.118,0.01,0.889,0.984,9
-5KQ66BBWC4,0909,0.118,0.01,0.889,0.984,12
-5KQ66BBWC4,0909,0.118,0.01,0.889,0.984,29
-5KQ66BBWC4,0909,0.778,0.035,1.0,0.966,9
-5KQ66BBWC4,0910,0.053,0.045,0.824,0.983,9
-5KQ66BBWC4,0910,0.053,0.045,0.824,0.983,12
-5KQ66BBWC4,0910,0.053,0.045,0.824,0.983,29
-5KQ66BBWC4,0911,0.037,0.025,0.826,0.978,9
-5KQ66BBWC4,0911,0.037,0.025,0.826,0.978,12
-5KQ66BBWC4,0911,0.037,0.025,0.826,0.978,29
-5KQ66BBWC4,0912,0.0,0.114,0.602,1.0,9
-5KQ66BBWC4,0912,0.0,0.114,0.602,1.0,27
-5KQ66BBWC4,0912,0.0,0.114,0.602,1.0,30
-5KQ66BBWC4,0912,0.374,0.151,0.874,0.982,9
-5KQ66BBWC4,0912,0.374,0.151,0.874,0.982,29
-5KQ66BBWC4,0912,0.374,0.151,0.874,0.982,30
-5KQ66BBWC4,0913,0.0,0.0,0.282,0.638,9
-5KQ66BBWC4,0913,0.0,0.0,0.282,0.638,27
-5KQ66BBWC4,0913,0.0,0.147,0.564,0.992,9
-5KQ66BBWC4,0913,0.0,0.147,0.564,0.992,27
-5KQ66BBWC4,0913,0.0,0.147,0.564,0.992,30
-5KQ66BBWC4,0913,0.385,0.15,0.883,0.987,9
-5KQ66BBWC4,0913,0.385,0.15,0.883,0.987,29
-5KQ66BBWC4,0913,0.385,0.15,0.883,0.987,30
-5KQ66BBWC4,0914,0.0,0.137,0.6,1.0,9
-5KQ66BBWC4,0914,0.0,0.137,0.6,1.0,27
-5KQ66BBWC4,0914,0.0,0.137,0.6,1.0,29
-5KQ66BBWC4,0914,0.0,0.137,0.6,1.0,30
-5KQ66BBWC4,0914,0.384,0.161,0.882,0.995,9
-5KQ66BBWC4,0914,0.384,0.161,0.882,0.995,29
-5KQ66BBWC4,0914,0.384,0.161,0.882,0.995,30
-5KQ66BBWC4,0915,0.29,0.217,0.68,0.975,9
-5KQ66BBWC4,0915,0.29,0.217,0.68,0.975,12
-5KQ66BBWC4,0915,0.29,0.217,0.68,0.975,29
-5KQ66BBWC4,0915,0.29,0.217,0.68,0.975,30
-5KQ66BBWC4,0915,0.541,0.211,0.657,0.447,9
-5KQ66BBWC4,0915,0.541,0.211,0.657,0.447,27
-5KQ66BBWC4,0915,0.541,0.211,0.657,0.447,30
-5KQ66BBWC4,0915,0.612,0.246,0.811,0.969,9
-5KQ66BBWC4,0915,0.612,0.246,0.811,0.969,27
-5KQ66BBWC4,0915,0.612,0.246,0.811,0.969,30
-5KQ66BBWC4,0915,0.7,0.077,1.0,0.991,9
-5KQ66BBWC4,0915,0.7,0.077,1.0,0.991,27
-5KQ66BBWC4,0916,0.09,0.304,0.296,1.0,9
-5KQ66BBWC4,0916,0.09,0.304,0.296,1.0,27
-5KQ66BBWC4,0916,0.09,0.304,0.296,1.0,30
-5KQ66BBWC4,0916,0.297,0.211,0.666,0.978,9
-5KQ66BBWC4,0916,0.297,0.211,0.666,0.978,12
-5KQ66BBWC4,0916,0.297,0.211,0.666,0.978,29
-5KQ66BBWC4,0916,0.297,0.211,0.666,0.978,30
-5KQ66BBWC4,0916,0.544,0.214,0.661,0.45,9
-5KQ66BBWC4,0916,0.544,0.214,0.661,0.45,27
-5KQ66BBWC4,0916,0.544,0.214,0.661,0.45,30
-5KQ66BBWC4,0916,0.612,0.238,0.816,0.971,9
-5KQ66BBWC4,0916,0.612,0.238,0.816,0.971,27
-5KQ66BBWC4,0916,0.612,0.238,0.816,0.971,30
-5KQ66BBWC4,0916,0.692,0.142,0.998,0.989,9
-5KQ66BBWC4,0916,0.692,0.142,0.998,0.989,27
-5KQ66BBWC4,0916,0.692,0.142,0.998,0.989,30
-5KQ66BBWC4,0916,0.753,0.24,0.858,0.444,9
-5KQ66BBWC4,0916,0.753,0.24,0.858,0.444,27
-5KQ66BBWC4,0916,0.753,0.24,0.858,0.444,30
-5KQ66BBWC4,0917,0.086,0.324,0.293,0.992,9
-5KQ66BBWC4,0917,0.086,0.324,0.293,0.992,27
-5KQ66BBWC4,0917,0.086,0.324,0.293,0.992,30
-5KQ66BBWC4,0917,0.294,0.224,0.684,0.986,9
-5KQ66BBWC4,0917,0.294,0.224,0.684,0.986,12
-5KQ66BBWC4,0917,0.294,0.224,0.684,0.986,29
-5KQ66BBWC4,0917,0.294,0.224,0.684,0.986,30
-5KQ66BBWC4,0917,0.542,0.215,0.659,0.452,9
-5KQ66BBWC4,0917,0.542,0.215,0.659,0.452,27
-5KQ66BBWC4,0917,0.542,0.215,0.659,0.452,30
-5KQ66BBWC4,0917,0.608,0.25,0.811,0.947,9
-5KQ66BBWC4,0917,0.608,0.25,0.811,0.947,27
-5KQ66BBWC4,0917,0.608,0.25,0.811,0.947,30
-5KQ66BBWC4,0917,0.685,0.207,1.0,1.0,9
-5KQ66BBWC4,0917,0.685,0.207,1.0,1.0,27
-5KQ66BBWC4,0917,0.685,0.207,1.0,1.0,30
-5KQ66BBWC4,0917,0.753,0.246,0.857,0.445,9
-5KQ66BBWC4,0917,0.753,0.246,0.857,0.445,27
-5KQ66BBWC4,0917,0.753,0.246,0.857,0.445,30
-5KQ66BBWC4,0918,0.193,0.155,0.735,0.988,9
-5KQ66BBWC4,0918,0.193,0.155,0.735,0.988,12
-5KQ66BBWC4,0918,0.193,0.155,0.735,0.988,29
-5KQ66BBWC4,0918,0.193,0.155,0.735,0.988,30
-5KQ66BBWC4,0918,0.541,0.17,0.7,0.497,9
-5KQ66BBWC4,0918,0.541,0.17,0.7,0.497,27
-5KQ66BBWC4,0918,0.541,0.17,0.7,0.497,30
